timestamp_utc,met_hours,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,distance_earth_km,speed_kms,speed_ms,data_type,source
2026-04-02 02:47:39.337,14.794260277777777,-28498.59888631456,-22043.19938748976,-11963.440624694367,-0.95154266153771,-2.85171844779029,-1.54068795619239,37963.09641349433,3.3780839125974973,3378.083912597497,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 02:51:39.337,14.860926944444444,-28721.07996941077,-22723.021850352445,-12330.71453070993,-0.9028355747903,-2.81361405427057,-1.52000727550556,38643.01589496793,3.322944212454618,3322.944212454618,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 02:55:39.337,14.927593611111112,-28932.13076834729,-23393.80239894442,-12693.08138673004,-0.85626409491287,-2.77636303366797,-1.49979249848013,39312.24359621005,3.269672374023465,3269.672374023465,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 02:59:39.337,14.994260277777778,-29132.24557859008,-24055.741496651928,-13050.650617491425,-0.81167862752077,-2.73992944496689,-1.48002384632346,39971.06344525814,3.218152597913384,3218.152597913384,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 03:03:39.337,15.060926944444445,-29321.884513806257,-24709.03117964266,-13403.527012468689,-0.76894362629042,-2.70427899940127,-1.46068246828207,40619.74482504195,3.168279103892521,3168.2791038925207,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 03:07:39.337,15.127593611111111,-29501.47667692532,-25353.855450447376,-13751.810946483523,-0.72793596278872,-2.66937903259686,-1.44175042235008,41258.54355923356,3.119955042293963,3119.955042293963,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 03:09:34.583,15.15960638888889,-29584.09023943769,-25660.57391482725,-13917.49875694054,-0.70684323060842,-2.65305448821574,-1.43295930813577,41561.76392530696,3.0970466333059266,3097.0466333059267,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 03:11:19.583,15.188773055555556,-29657.40857125333,-25938.36160059077,-14067.53476539476,-0.68974560893578,-2.63816178355037,-1.42488155803236,41836.061239806535,3.076675812569889,3076.675812569889,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 03:13:04.583,15.217939722222221,-29728.947001036147,-26214.59252090896,-14216.72640891334,-0.67293896147394,-2.62340141027544,-1.41687594566352,42108.55567000138,3.0565698504540486,3056.5698504540487,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 03:14:49.583,15.247106388888888,-29798.735654047097,-26489.28044463136,-14365.081192911037,-0.65641520662985,-2.60877097826024,-1.40894116075055,42379.26595321152,3.036722268328947,3036.7222683289474,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 03:16:34.583,15.276273055555555,-29866.803823199047,-26762.43889241334,-14512.606486759403,-0.64016656924286,-2.59426814995564,-1.401075922174,42648.21043283231,3.017126813699775,3017.126813699775,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-02 03:18:19.583,15.305439722222221,-29933.180000458586,-27034.08114218285,-14659.309526817224,-0.62418556599327,-2.57989063935729,-1.39327897737656,42915.40706954805,2.9977774501515584,2997.7774501515582,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
